link,price,area,rooms,floor,floors_in_building,year_built,building_type,building_material,heating,market,finishing,elevator,balcony/garden,parking,city,district,region
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-87m2-loggia-ID4yTdK,2481853,87.51,4.0,8,16.0,2028.0,apartment,,urban,PRIMARY,to_completion,1,0,1,gdynia,Kielecka,pomorskie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-56m2-taras-bez-prowizji-ID4uiFt,762236,56.15,3.0,1,12.0,2027.0,,,,PRIMARY,to_completion,1,1,1,wroclaw,,dolnoslaskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-ogrodek-bezposrednio-ID4x6nk,404160,42.1,2.0,0,3.0,2027.0,block,,,PRIMARY,to_completion,1,1,1,bedzin,,slaskie
https://www.otodom.pl/pl/oferta/w-justowska-przytulne-51m-2-pok-park-decjusza-ID4wTdX,750000,51.0,2.0,3,3.0,2001.0,apartment,brick,other,SECONDARY,ready_to_use,0,0,0,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-bezposrednio-ID4x6nz,576121,63.31,3.0,1,3.0,2027.0,block,,,PRIMARY,to_completion,1,1,1,bedzin,,slaskie
https://www.otodom.pl/pl/oferta/z-ogrodkiem-1-pok-stan-deweloperski-garaz-ID4vPMG,399990,26.15,1.0,0,2.0,2024.0,apartment,other,other,SECONDARY,to_completion,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/strych-poddasze-w-kamienicy-srodmiescie-ID4uYeJ,627000,184.55,3.0,3,3.0,,tenement,brick,,SECONDARY,to_renovation,0,0,1,lodz,,lodzkie
https://www.otodom.pl/pl/oferta/bielany-sloneczne-5-pok-ogrod-2-poziomy-2x-m-post-ID4wQ7s,1285000,107.43,5.0,0,2.0,2021.0,apartment,brick,gas,SECONDARY,ready_to_use,0,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-ID4z72r,639079,63.59,3.0,1,4.0,2026.0,block,breezeblock,urban,PRIMARY,,1,1,0,jelenia-gora,,dolnoslaskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-52m2-bez-posrednikow-ID4uiCx,909748,52.06,2.0,8,12.0,2027.0,,,,PRIMARY,to_completion,1,0,1,wroclaw,,dolnoslaskie
https://www.otodom.pl/pl/oferta/48m2-3pok-po-remoncie-pojezierze-ID4z05D,512000,48.2,3.0,0,4.0,,block,concrete_plate,urban,SECONDARY,ready_to_use,0,1,0,olsztyn,Pojezierze,warminsko-mazurskie
https://www.otodom.pl/pl/oferta/nowe-76-5m-sloneczne-bez-pcc-taras-2xgaraz-kom-lok-ID4uoLq,1349000,76.5,4.0,1,3.0,2024.0,apartment,other,urban,SECONDARY,ready_to_use,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/72-m2-gdansk-siedlce-4-pokoje-20-m2-taras-ostatnie-6-pietro-eks-s-ID4zhYT,1062000,72.0,4.0,6,6.0,2025.0,apartment,,urban,PRIMARY,to_completion,1,1,1,gdansk,,pomorskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-54m2-balkon-bez-prowizji-ID4yMEG,503781,54.17,2.0,2,2.0,2027.0,ribbon,other,gas,PRIMARY,to_completion,0,1,1,siemianowice-slaskie,,slaskie
https://www.otodom.pl/pl/oferta/w-slawka-nowy-umeblowany-3-pok-0-pcc-garaz-ID4yPde,1275000,64.85,3.0,4,7.0,2024.0,apartment,other,urban,SECONDARY,ready_to_use,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-49m2-balkon-bezposrednio-ID4x6nF,478464,49.84,3.0,1,3.0,2027.0,block,,,PRIMARY,to_completion,1,1,1,bedzin,,slaskie
https://www.otodom.pl/pl/oferta/mieszkanie-po-pozarze-do-remontu-mozliwosc-3-pokoi-ID4yU1S,99000,35.43,2.0,2,2.0,,tenement,brick,,SECONDARY,to_renovation,0,0,0,gorzow-wielkopolski,,lubuskie
https://www.otodom.pl/pl/oferta/legionowo-4-pok-centrum-63-5m2-loggia-piwnica-ID4xe8q,555000,63.5,4.0,4,4.0,1977.0,block,concrete_plate,other,SECONDARY,,0,1,0,legionowo,Jagiellońska,mazowieckie
https://www.otodom.pl/pl/oferta/nowoczesny-elegancki-widok-na-las-taras-ID4ubty,1549000,110.1,4.0,1,2.0,2020.0,apartment,breezeblock,gas,SECONDARY,ready_to_use,0,1,1,krakow,,malopolskie
https://www.otodom.pl/hpr/pl/oferta/nowoczesne-m4-w-centrum-okolice-jasnej-gory-ID4yPSi,419999,51.0,3.0,3,4.0,,block,,,SECONDARY,,0,1,0,czestochowa,,slaskie
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-do-remontu-i-pietro-w-spokojnej-czesci-bytomia-ID4zhYU,162000,36.7,2.0,1,4.0,1970.0,block,brick,urban,SECONDARY,to_renovation,0,1,0,bytom,Śródmieście,slaskie
https://www.otodom.pl/pl/oferta/chelmonskiego-79m-4-pok-dwa-poziomy-garaz-ID4yEOI,1130000,79.73,4.0,1,2.0,2008.0,apartment,other,other,SECONDARY,ready_to_use,0,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-2-pokoje-bielany-ID4yLIt,822322,44.33,2.0,3,5.0,2026.0,apartment,breezeblock,urban,PRIMARY,to_completion,1,0,0,warszawa,Żoliborz,mazowieckie
https://www.otodom.pl/pl/oferta/nowe-nowoczesne-gotowe-klimatyzacja-bez2-pcc-garaz-ID4vfY6,1360000,74.0,3.0,1,4.0,,apartment,other,urban,SECONDARY,ready_to_use,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/okazja-m-4-47m2-blok-2-pietro-blonie-super-punkt-ID4zhYQ,319000,47.0,3.0,2,4.0,,block,concrete_plate,,SECONDARY,to_renovation,0,1,0,bydgoszcz,Górny Taras,kujawsko-pomorskie
https://www.otodom.pl/pl/oferta/sprzedam-prywatnie-m4-z-ogrodkiem-ID4zc7j,1150000,78.0,4.0,0,4.0,2019.0,block,concrete,urban,SECONDARY,ready_to_use,1,1,1,szczecin,Śródmieście,zachodniopomorskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-ogrodek-ID4x6nr,403488,42.03,2.0,0,3.0,2027.0,block,,,PRIMARY,to_completion,1,1,1,bedzin,,slaskie
https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-na-tarchominie-ID4yyTN,579000,44.7,2.0,1,3.0,2004.0,block,reinforced_concrete,boiler_room,SECONDARY,,0,1,0,warszawa,Białołęka,mazowieckie
https://www.otodom.pl/pl/oferta/zabrze-centrum-trzy-pokoje-na-sprzedaz-53m2-ID4yW6t,299900,53.0,3.0,0,4.0,1980.0,block,,urban,SECONDARY,to_renovation,0,1,0,zabrze,Centrum,slaskie
https://www.otodom.pl/pl/oferta/okazja-mieszkanie-71-2m2-hubalczyk-ID4zhYJ,585000,71.2,4.0,0,4.0,2012.0,block,silikat,urban,SECONDARY,ready_to_use,1,1,1,belchatow,,lodzkie
https://www.otodom.pl/pl/oferta/dwustronne-2-pok-balkon-osobna-kuchnia-z-oknem-gaj-ID4zeFe,529900,41.1,2.0,1,10.0,1981.0,,concrete_plate,urban,SECONDARY,ready_to_use,1,1,0,wroclaw,,dolnoslaskie
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-103m2-ogrodek-bezposrednio-ID4yMEo,891304,103.64,4.0,0,2.0,2027.0,ribbon,other,gas,PRIMARY,to_completion,0,1,1,siemianowice-slaskie,,slaskie
https://www.otodom.pl/pl/oferta/przytulne-2-pokoje-na-parterze-piwnica-os-b-ul-budowlanych-ID4y0Wl,339000,48.17,2.0,0,3.0,,block,,,SECONDARY,ready_to_use,0,0,0,tychy,B,slaskie
https://www.otodom.pl/pl/oferta/nowoczesne-m4-w-centrum-okolice-jasnej-gory-ID4yPSi,419999,51.0,3.0,3,4.0,,block,,,SECONDARY,,0,1,0,czestochowa,,slaskie
https://www.otodom.pl/pl/oferta/nowa-nizsza-cena-m2-w-jablonnie-ID4xvuS,540000,48.85,2.0,0,2.0,2008.0,block,brick,gas,SECONDARY,,0,1,0,jablonna,,mazowieckie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-ogrodek-bezposrednio-ID4vEPj,647204,43.73,2.0,0,5.0,2027.0,apartment,,urban,PRIMARY,to_completion,1,1,1,gdansk,,pomorskie
https://www.otodom.pl/pl/oferta/nowoczesny-apartament-przy-gubalowce-liderhouse-ID4r4G3,575000,51.1,2.0,1,,2024.0,,,gas,PRIMARY,,0,1,1,szczecin,Północ,zachodniopomorskie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-bez-prowizji-ID4siSZ,557272,55.45,3.0,0,3.0,2026.0,apartment,,other,PRIMARY,to_completion,0,0,1,ignatki-osiedle,ul. Działkowa,podlaskie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-50m2-balkon-bez-prowizji-ID4uhTx,822604,50.94,3.0,5,5.0,2027.0,,,,PRIMARY,to_completion,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/zabrze-srodmiescie-sloneczne-2-pokoje-niski-blok-ID4zhYC,199000,35.2,2.0,0,2.0,1950.0,block,brick,gas,SECONDARY,ready_to_use,0,0,0,zabrze,Centrum,slaskie
https://www.otodom.pl/pl/oferta/ciche-3-pokoje-2-lazienki-balkon-do-remontu-bienczyce-ID4yLnT,800000,60.26,3.0,1,8.0,1966.0,block,concrete_plate,urban,SECONDARY,to_renovation,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-loggia-bezposrednio-ID4wOse,538024,45.52,2.0,1,9.0,2027.0,block,,urban,PRIMARY,to_completion,1,0,1,bialystok,,podlaskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-balkon-bezposrednio-ID4wM6o,333648,39.72,2.0,4,5.0,2027.0,block,,,PRIMARY,to_completion,1,1,1,suwalki,,podlaskie
https://www.otodom.pl/pl/oferta/apartament-w-centrum-gdanska-z-widokiem-na-rzeke-ID4yjFB,799900,36.01,2.0,3,7.0,2027.0,,,,PRIMARY,to_completion,0,0,0,gdansk,,pomorskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-taras-bez-posrednikow-ID4u8YL,576000,46.08,2.0,9,10.0,2027.0,,,urban,PRIMARY,to_completion,1,1,1,katowice,Wełnowiec-Józefowiec,slaskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-44m2-ogrodek-ID4uhJJ,669333,44.71,2.0,0,4.0,2025.0,,,,PRIMARY,to_completion,1,1,1,gdansk,,pomorskie
https://www.otodom.pl/pl/oferta/przestronne-3-pokojowe-mieszkanie-z-balkonem-ID4zhYt,620000,101.9,3.0,2,3.0,1939.0,block,brick,urban,SECONDARY,ready_to_use,0,1,0,nowa-deba,,podkarpackie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-42m2-balkon-ID4poHw,427172,42.76,2.0,1,4.0,2026.0,apartment,,,PRIMARY,to_completion,0,1,1,elk,,warminsko-mazurskie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-67m2-balkon-bezposrednio-ID4u8YV,750249,67.59,3.0,3,10.0,2027.0,,,urban,PRIMARY,to_completion,1,1,1,katowice,Wełnowiec-Józefowiec,slaskie
https://www.otodom.pl/pl/oferta/kobylka-4-pok-miejsca-parkingowe-w-cenie-ID4vOt6,720000,107.04,4.0,1,2.0,2025.0,,,,PRIMARY,to_completion,0,1,1,kobylka,,mazowieckie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-ID4yeym,541728,46.65,2.0,3,3.0,2025.0,,,,PRIMARY,to_completion,1,1,0,zamienie_20701,,mazowieckie
https://www.otodom.pl/pl/oferta/tychy-park-misiow-mieszkanie-2-pokoje-ID4xE7q,305000,55.4,2.0,3,3.0,,block,brick,urban,SECONDARY,to_renovation,0,0,0,tychy,"Tychy – Park Misiów, Mieszkanie 2 pokoje",slaskie
https://www.otodom.pl/pl/oferta/blizniak-z-ogrodkiem5-pokoiswietna-lokalizacjatramwajbezczynszowe-ID4yCGo,730000,85.16,5.0,,2.0,2025.0,,,gas,PRIMARY,to_completion,0,1,1,lodz,,lodzkie
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-69m2-balkon-bez-prowizji-ID4nMS3,450000,69.43,4.0,3,3.0,2026.0,,,,PRIMARY,to_completion,0,1,1,pisz,ul. Słubicka,warminsko-mazurskie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-67m2-balkon-bezposrednio-ID4evEO,471742,67.1,3.0,4,4.0,,apartment,,,PRIMARY,to_completion,0,1,1,elk,,warminsko-mazurskie
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-71m2-balkon-bez-prowizji-ID4uhUG,1115943,71.55,4.0,1,4.0,2027.0,,,,PRIMARY,to_completion,1,1,1,krakow,,malopolskie
https://www.otodom.pl/hpr/pl/oferta/zabrze-centrum-trzy-pokoje-na-sprzedaz-53m2-ID4yW6t,299900,53.0,3.0,0,4.0,1980.0,block,,urban,SECONDARY,to_renovation,0,1,0,zabrze,Centrum,slaskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bezposrednio-ID4u8XE,528390,46.35,2.0,3,6.0,2027.0,,,urban,PRIMARY,to_completion,1,1,1,katowice,Wełnowiec-Józefowiec,slaskie
https://www.otodom.pl/pl/oferta/nowoczesna-i-przestronna-kawalerka-31-8-m-szczecin-zdroje-i-p-ID4zhYB,385000,31.8,1.0,1,2.0,2003.0,block,brick,gas,SECONDARY,ready_to_use,0,0,0,szczecin,Prawobrzeże,zachodniopomorskie
https://www.otodom.pl/pl/oferta/przestronne-mieszkanie69-7m2-3-pokojeos-nowe-ID4zhYE,415000,69.7,3.0,3,4.0,1959.0,block,brick,urban,SECONDARY,to_renovation,0,1,0,inowroclaw,,kujawsko-pomorskie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-67m2-balkon-ID4u8ZN,763767,67.59,3.0,4,10.0,2027.0,,,urban,PRIMARY,to_completion,1,1,1,katowice,Wełnowiec-Józefowiec,slaskie
https://www.otodom.pl/pl/oferta/4-pokojeosiedle-wilno-20-min-do-centrum5-min-do-metra-kolejka-ID4yDg2,1349000,79.59,4.0,2,3.0,2018.0,apartment,,urban,SECONDARY,ready_to_use,1,1,1,warszawa,Targówek,mazowieckie
https://www.otodom.pl/pl/oferta/okazja-mieszkanie-71-2m2-hubalczyk-ID4zhYJ,585000,71.2,4.0,0,4.0,2012.0,block,silikat,urban,SECONDARY,ready_to_use,1,1,1,belchatow,,lodzkie
https://www.otodom.pl/pl/oferta/balkon-oddzielna-kuchnia-zielona-okolica-ID4zhYD,480000,36.6,2.0,2,2.0,1981.0,block,concrete_plate,other,SECONDARY,ready_to_use,0,1,0,gdansk,,pomorskie
https://www.otodom.pl/pl/oferta/zabrze-centrum-trzy-pokoje-na-sprzedaz-53m2-ID4yW6t,299900,53.0,3.0,0,4.0,1980.0,block,,urban,SECONDARY,to_renovation,0,1,0,zabrze,Centrum,slaskie
https://www.otodom.pl/pl/oferta/przytulne-2-pokoje-na-parterze-piwnica-os-b-ul-budowlanych-ID4y0Wl,339000,48.17,2.0,0,3.0,,block,,,SECONDARY,ready_to_use,0,0,0,tychy,B,slaskie
https://www.otodom.pl/pl/oferta/4-pokoje-2-lazienki-118-m2-wojska-polskiego-ID4yOa2,649000,118.92,4.0,1,2.0,1930.0,tenement,,urban,SECONDARY,ready_to_use,0,0,0,szczecin,Śródmieście,zachodniopomorskie
https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-bezposrednio-kawalerka-na-muranowie-32-57-m2-ID4ypMQ,599000,32.57,1.0,4,4.0,1956.0,tenement,brick,urban,SECONDARY,ready_to_use,0,0,0,warszawa,Wola,mazowieckie
https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-113m2-taras-bez-prowizji-ID4ui63,2183436,113.49,5.0,3,7.0,2024.0,,,,PRIMARY,to_completion,1,1,1,sopot,ul. 23 Marca,pomorskie
https://www.otodom.pl/pl/oferta/nowe-strzeszyn-parter-z-ogrodkiem-3-pokoje-miejsce-w-hali-garazowej-ID4zdwS,605000,55.1,3.0,0,2.0,2025.0,block,silikat,urban,PRIMARY,to_completion,0,1,1,poznan,,wielkopolskie
https://www.otodom.pl/pl/oferta/rezerwacja-mieszkanie-st-zegrze-po-remoncie-niskie-koszty-ID4yU1i,499000,40.7,2.0,higher_10,11.0,1985.0,block,concrete_plate,urban,SECONDARY,ready_to_use,1,1,0,poznan,,wielkopolskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-balkon-bezposrednio-ID4uooq,953000,43.26,2.0,2,6.0,2026.0,,,,PRIMARY,to_completion,1,1,1,warszawa,Wola,mazowieckie
https://www.otodom.pl/pl/oferta/sloneczne-4-pokoje-od-poludnia-balkon-20-m2-blisko-metra-wierzbno-ID4zfB6,1417000,76.0,4.0,1,,2025.0,block,brick,urban,PRIMARY,,1,1,1,warszawa,Mokotów,mazowieckie
https://www.otodom.pl/pl/oferta/piekne-doskonale-oswietlone-mieszkanie-na-podolanach-ID4zhYx,970000,62.0,3.0,2,5.0,2021.0,apartment,cellular_concrete,,SECONDARY,ready_to_use,1,1,1,poznan,,wielkopolskie
https://www.otodom.pl/pl/oferta/nowa-kawalerka-z-duza-lazienka-osobna-kuchnia-i-komorka-lokatorska-ID4zeua,393120,37.44,1.0,1,1.0,1999.0,apartment,brick,boiler_room,SECONDARY,ready_to_use,0,0,1,poznan,,wielkopolskie
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-balkon-ID4uhST,606780,33.71,1.0,2,5.0,2027.0,,,,PRIMARY,to_completion,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-loggia-ID4uomC,758000,40.67,2.0,3,4.0,2025.0,,,,PRIMARY,to_completion,1,0,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-tarasem-i-ogrodkiem-ID4xuBY,529000,60.0,3.0,0,2.0,2018.0,apartment,breezeblock,gas,PRIMARY,ready_to_use,0,1,0,piekary-slaskie,,slaskie
https://www.otodom.pl/pl/oferta/6-pokojowe-mieszkanie-128m2-2-balkony-ID4wdFY,1542360,128.53,6.0,4,4.0,2027.0,,,,PRIMARY,to_completion,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/gotowe-do-zamieszkania-2-pokoje-garaz-ID4zhYA,650000,36.9,2.0,6,10.0,1970.0,block,concrete_plate,urban,SECONDARY,ready_to_use,1,0,1,warszawa,Wola,mazowieckie
https://www.otodom.pl/pl/oferta/1-pokoj-doskonala-lokalizacja-oddzielna-kuchnia-ID4z0Au,419000,33.0,1.0,3,4.0,1980.0,,,,SECONDARY,,0,1,0,gdynia,Marii Konopnickiej,pomorskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-balkon-bez-prowizji-ID4xQsQ,429518,39.97,2.0,1,2.0,2026.0,,,,PRIMARY,to_completion,0,1,1,szczecin,Józefa Romana,zachodniopomorskie
https://www.otodom.pl/pl/oferta/2-pokoje-1-pietro-dwustronne-ID4yC4Q,499000,45.44,2.0,1,4.0,,,,,SECONDARY,,0,1,1,gdynia,Chylonia,pomorskie
https://www.otodom.pl/pl/oferta/m3-w-centrum-z-balkonem-ID4zeXn,620000,64.6,3.0,4,4.0,1980.0,block,other,urban,SECONDARY,to_renovation,0,1,0,wroclaw,,dolnoslaskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-ogrodek-bez-prowizji-ID4uhTE,667755,40.47,2.0,0,4.0,2027.0,,,,PRIMARY,to_completion,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/blisko-metra-cisza-i-duzo-zieleni-ul-puszczyka-ID4xT2F,719000,46.8,2.0,3,3.0,1977.0,block,concrete_plate,urban,SECONDARY,to_renovation,0,1,0,warszawa,Ursynów,mazowieckie
https://www.otodom.pl/pl/oferta/swiezo-po-remoncie-3-pokoje-na-bartodziejach-ID4ymqf,469000,47.5,3.0,5,10.0,1970.0,block,concrete_plate,urban,SECONDARY,ready_to_use,1,0,0,bydgoszcz,Bartodzieje,kujawsko-pomorskie
https://www.otodom.pl/pl/oferta/sloneczne-dwustronne-mieszkanie-gdansk-przymorze-wielkie-ID4vkiC,529999,43.0,2.0,4,4.0,1963.0,block,,urban,SECONDARY,to_renovation,0,0,0,gdansk,,pomorskie
https://www.otodom.pl/pl/oferta/4-pokoje-balkon-27-m2-hala-garazowa-komorka-lok-metro-wierzbno-ID4zeAq,1491000,86.0,4.0,1,,2025.0,block,brick,urban,PRIMARY,,1,1,1,warszawa,Mokotów,mazowieckie
https://www.otodom.pl/pl/oferta/promocja-mieszkania-wykonczone-pod-klucz-cena-brutto-ID4rxH0,499000,37.97,2.0,1,3.0,2024.0,apartment,silikat,gas,PRIMARY,ready_to_use,0,1,0,ustronie-morskie,,zachodniopomorskie
https://www.otodom.pl/pl/oferta/bezposrednio-klimatyczne-ciche-mieszkanie-w-kamienicy-z-parkingiem-ID4ytSU,1845000,77.0,3.0,4,6.0,1952.0,tenement,,urban,SECONDARY,ready_to_use,1,1,1,warszawa,Śródmieście,mazowieckie
https://www.otodom.pl/pl/oferta/dwu-pokojowe-mieszkanie-z-ogromnym-tarasem-zakrzowek-rabat-ID4yBci,770000,44.66,2.0,3,,2025.0,apartment,reinforced_concrete,urban,SECONDARY,to_completion,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/idealne-dwupokojowe-mieszkanie-z-balkonem-przepiekny-widok-na-panora-ID4yKoC,409000,37.0,2.0,8,9.0,,block,concrete_plate,urban,SECONDARY,,1,1,0,olsztyn,Dworcowa,warminsko-mazurskie
https://www.otodom.pl/pl/oferta/komfortowe-3-pokojowe-mieszkanie-z-garazem-ID4y90C,979000,67.0,3.0,2,4.0,2010.0,block,breezeblock,urban,SECONDARY,ready_to_use,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-balkon-bezposrednio-ID4wFB2,1443835,40.79,2.0,2,6.0,2026.0,,,,PRIMARY,to_completion,1,1,1,poznan,,wielkopolskie
https://www.otodom.pl/hpr/pl/oferta/zostalo-ostatnie-mieszkanie-nowoczesne-z-wlasnym-ogrodem-ID4thjp,550000,68.56,3.0,1,2.0,2025.0,apartment,breezeblock,gas,PRIMARY,to_completion,0,1,1,rabien,,lodzkie
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-43m2-balkon-bezposrednio-ID4wFAq,1469052,43.09,1.0,3,6.0,2026.0,,,,PRIMARY,to_completion,1,1,1,poznan,,wielkopolskie
https://www.otodom.pl/pl/oferta/gotowe-2-pokoje-z-balkonem-nowy-budynek-ID4ye1Q,850000,41.85,2.0,2,3.0,2025.0,block,cellular_concrete,urban,SECONDARY,to_completion,0,1,0,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/apartament-w-wilanowie-125-m2-przestrzeni-i-komfortu-ID4yY8u,1372140,124.74,4.0,1,2.0,2021.0,apartment,,other,PRIMARY,,0,1,1,warszawa,Wilanów,mazowieckie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-69m2-balkon-bezposrednio-ID4umg3,857008,69.53,3.0,1,2.0,2025.0,,,,PRIMARY,to_completion,0,1,1,wroclaw,,dolnoslaskie
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-71m2-balkon-bezposrednio-ID4zaty,829253,71.79,1.0,3,3.0,2027.0,block,,,PRIMARY,to_completion,1,1,1,gdansk,,pomorskie
https://www.otodom.pl/pl/oferta/klimatyczne-mieszkanie-wilanow-deweloperskie-ID4z7yU,836125,67.8,2.0,2,2.0,2021.0,apartment,,other,PRIMARY,,0,1,1,warszawa,Wilanów,mazowieckie
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-70m2-balkon-ID4zat2,1005733,70.33,4.0,2,3.0,2027.0,block,,,PRIMARY,to_completion,1,1,1,gdansk,,pomorskie
https://www.otodom.pl/pl/oferta/zostalo-ostatnie-mieszkanie-nowoczesne-z-wlasnym-ogrodem-ID4thjp,550000,68.56,3.0,1,2.0,2025.0,apartment,breezeblock,gas,PRIMARY,to_completion,0,1,1,rabien,,lodzkie
https://www.otodom.pl/pl/oferta/piekne-nowe-bezczynszowe-mieszkanie-117-59-m2-0-prowizji-bez-pcc-ID4zhYv,999515,117.59,5.0,1,1.0,2024.0,house,breezeblock,gas,PRIMARY,to_completion,0,1,1,kobylka,,mazowieckie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-66m2-balkon-ID4umqC,998261,66.11,3.0,2,6.0,2026.0,,,,PRIMARY,to_completion,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/osiedle-przy-fortach-bema-lux-z-duzym-balkonem-ID4ywHd,1540000,95.0,3.0,2,4.0,2009.0,,,,SECONDARY,ready_to_use,0,1,1,warszawa,Bemowo,mazowieckie
https://www.otodom.pl/pl/oferta/metro-bemowo-23-pokoje-do-wejscia-ID4xHwD,689000,45.0,2.0,2,3.0,1978.0,block,concrete_plate,urban,SECONDARY,ready_to_use,0,0,1,warszawa,Bemowo,mazowieckie
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-ogrodek-ID4ugod,465675,26.61,1.0,0,3.0,2026.0,,,,PRIMARY,to_completion,1,1,0,wroclaw,,dolnoslaskie
https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-75m2-balkon-ID4umrM,1157926,75.19,4.0,4,6.0,2026.0,,,,PRIMARY,to_completion,1,1,1,krakow,,malopolskie
https://www.otodom.pl/pl/oferta/dwa-pokoje-w-topowej-lokalizacji-balkon-nowe-miasto-ID4xOms,619000,46.0,2.0,0,3.0,2015.0,apartment,silikat,gas,SECONDARY,ready_to_use,0,1,1,szczecin,Śródmieście,zachodniopomorskie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-62m2-ogrodek-ID4zasy,771168,62.53,3.0,0,3.0,2027.0,block,,,PRIMARY,to_completion,1,1,1,gdansk,,pomorskie
https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-centrum-leszna-ID4xEwM,389000,67.1,3.0,3,4.0,1980.0,block,concrete_plate,urban,SECONDARY,ready_to_use,0,1,1,leszno,Przestronne mieszkanie w centrum Leszna,wielkopolskie
https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-balkon-bezposrednio-ID4yMeZ,752976,46.48,2.0,1,3.0,2026.0,,,,PRIMARY,to_completion,1,1,0,wroclaw,,dolnoslaskie
https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-idealnej-lokalizacji-ID4zbow,910000,76.0,3.0,2,3.0,2008.0,block,,gas,SECONDARY,ready_to_use,0,1,1,zabki,,mazowieckie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-bezposrednio-ID4wFB8,2035492,59.36,3.0,3,6.0,2026.0,,,,PRIMARY,to_completion,1,1,1,poznan,,wielkopolskie
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-z-balkonem-plus-oddzielne-kuchnia-w-bloniu-ID4zhYp,329000,47.1,3.0,4,4.0,,block,concrete_plate,urban,SECONDARY,to_renovation,0,1,0,bydgoszcz,Górny Taras,kujawsko-pomorskie
